movie_id,title,releaseDate,genre,language
938,Recorder: The Marion Stokes Project,2019-11-15,Documentary,English
939,The Breadwinner,2017-11-17,"Drama, Animation",English
940,A Man Called Otto,2023-01-13,"Comedy, Drama",English
941,Sidemen: Long Road to Glory,2017-08-18,"Documentary, Music",English
942,The Summit of the Gods,2021-11-24,"Adventure, Drama, Animation",French
943,No Greater Love,2017-11-10,Documentary,English
944,Black Souls,2015-04-10,"Crime, Drama",Italian
945,Queen Mimi,2016-05-13,Documentary,English
946,A Hero,2022-01-07,Drama,Persian
947,Pig,2021-07-16,"Drama, Mystery & thriller",English
948,The Wandering Earth II,2023-01-22,"Sci-fi, Action, Adventure",Chinese
949,Uncut Gems,2019-12-25,"Mystery & thriller, Comedy",English
950,Echoes of Violence,2021-08-24,"Mystery & thriller, Crime, Drama",English
951,My True Fairytale,2021-04-09,"Drama, Mystery & thriller",English
952,Bisbee '17,2018-09-05,Documentary,English
953,Two Lottery Tickets,2021-05-21,Comedy,Romanian
954,Elle,2016-11-11,"Mystery & thriller, Drama",French
955,Sea of Shadows,2019-07-12,"Documentary, Crime, Drama, History",English
956,Giant Little Ones,2019-03-01,Drama,English
957,The Sparks Brothers,2021-06-18,"Documentary, Music",English
958,Weathering With You,2020-01-15,"Drama, Fantasy, Anime",Japanese
959,Avatar: The Way of Water,2022-12-16,"Sci-fi, Adventure, Action, Fantasy",English
960,The Love Witch,2016-11-11,"Horror, Comedy, Drama",English
961,Wolfwalkers,2020-11-13,"Fantasy, Adventure, Animation",English
962,The Wonders,2015-10-30,Drama,Italian
963,Gift,2019-10-11,Documentary,English
964,Seymour: An Introduction,2015-03-13,Documentary,English
965,Ocean Boy,2023-02-03,Drama,English
966,A Chiara,2022-05-27,Drama,Italian
967,"Lyle, Lyle, Crocodile",2022-10-07,"Kids & family, Musical, Comedy, Animation",English
968,Rapture,2021-10-01,Drama,Spanish
969,Get Out,2017-02-24,"Horror, Mystery & thriller, Comedy",English
970,Demain,2017-04-14,Documentary,English
971,A Gray State,2017-11-03,Documentary,English
972,4 Days in France,2017-08-04,"Comedy, Drama, Romance, Lgbtq+",French
973,Alcarràs,2023-01-06,Drama,Catalan
974,A Cops and Robbers Story,2022-01-14,"Documentary, Biography",English
975,Zappa,2020-11-23,"Documentary, Music, Biography",English
976,Boiling Point,2021-11-19,"Drama, Mystery & thriller",English
977,Collective,2020-11-20,Documentary,Romanian
978,Hooligan Sparrow,2016-07-22,"Documentary, Crime, Drama",Chinese
979,The Handmaiden,2016-10-21,"Mystery & thriller, Drama, Romance",Korean
980,Three Identical Strangers,2018-06-29,"Documentary, Biography, Drama, History, Mystery & thriller",English
981,Sprinter,2019-04-24,Drama,English
982,The Cat Rescuers,2019-07-05,Documentary,English
983,Prevenge,2017-03-24,"Comedy, Drama, Fantasy, Horror, Mystery & thriller",English
984,Love & Taxes,2017-03-03,Comedy,English
985,Echoes of the Empire: Beyond Genghis Khan,2022-06-03,"Documentary, History",English
986,The Irishman,2019-11-01,"Crime, Drama",English
987,Neither Wolf Nor Dog,2017-03-30,Drama,English
988,The Last Laugh,2017-03-03,Documentary,English
989,Longing,2018-10-17,Drama,Hebrew
990,63 Up,2019-11-27,Documentary,English
991,Benediction,2022-06-03,"Biography, History, Drama, War, Lgbtq+",English
992,The Dead Center,2019-10-11,Mystery & thriller,English
993,King Georges,2016-02-26,Documentary,English
994,I Am Not Your Negro,2017-02-03,Documentary,English
995,In Search of Greatness,2018-11-02,Documentary,English
996,Apples,2022-06-24,"Comedy, Drama",English
997,If Beale Street Could Talk,2019-01-11,"Crime, Drama, Romance",English
998,The B-Side: Elsa Dorfman's Portrait Photography,2017-06-30,Documentary,English
999,Frozen II,2019-11-22,"Kids & family, Musical, Comedy, Adventure, Animation",English
1000,Champs,2015-03-13,"Documentary, Biography",English
1001,Bombshell: The Hedy Lamarr Story,2017-11-24,Documentary,English
1002,Tickled,2016-06-17,"Documentary, Mystery & thriller, Lgbtq+",English
1003,Rose Plays Julie,2021-03-19,Drama,English
1004,The Blind Man Who Did Not Want to See Titanic,2023-02-03,"Comedy, Drama, Mystery & thriller",Finnish
1005,The Innocents,2022-05-13,"Horror, Mystery & thriller",Norwegian
1006,The Salt of the Earth,2015-03-27,Documentary,Portuguese
1007,Echo in the Canyon,2019-05-24,"Documentary, Music",English
1008,93Queen,2018-01-01,Documentary,English
1009,War for the Planet of the Apes,2017-07-14,"Sci-fi, Action, Adventure",English
1010,Our Friend,2021-01-22,Drama,English
1011,Chi-Town,2019-02-21,Documentary,English
1012,This Changes Everything,2019-06-28,Documentary,English
1013,Famous,2021-12-10,Drama,English
1014,Queen & Slim,2019-11-27,"Crime, Drama, Romance",English
1015,Saint Frances,2020-02-28,"Comedy, Drama",English
1016,Mosul,2019-04-12,Documentary,English
1017,Planet Earth: One Amazing Day,2017-10-06,Documentary,English
1018,I Am Another You,2017-09-27,Documentary,English
1019,The Inspection,2022-12-02,"Drama, Lgbtq+",English
1020,Who We Are Now,2018-05-25,Drama,English
1021,"Introducing, Selma Blair",2021-10-15,Documentary,English
1022,King Cohen: The Wild World of Filmmaker Larry Cohen,2018-07-06,Documentary,English
1023,Only the Brave,2017-10-20,"Drama, Adventure",English
1024,Fire in the Mountains,2022-05-20,Drama,Hindi
1025,When Two Worlds Collide,2016-08-17,Documentary,Spanish
1026,Rosenwald,2015-08-14,Documentary,English
1027,"Tick, Tick... Boom!",2021-11-12,"Musical, Drama, Biography",English
1028,Herself,2020-12-30,Drama,English
1029,"The Gangster, the Cop, the Devil",2019-06-07,"Action, Mystery & thriller, Crime, Drama",Korean
1030,James White,2015-11-13,Drama,English
1031,Too Late to Die Young,2019-05-31,Drama,Spanish
1032,Jesus Revolution,2023-02-24,"Drama, History",English
1033,The Never List,2020-12-11,Drama,English
1034,We're All Going to the World's Fair,2022-04-15,"Horror, Drama",English
1035,Prosecuting Evil: The Extraordinary World of Ben Ferencz,2019-02-22,Documentary,English
1036,Gleason,2016-07-29,Documentary,English
1037,Aquarius,2016-10-14,Drama,Portuguese
1038,Miss Juneteenth,2020-06-19,Drama,English
1039,King Otto,2022-03-25,Documentary,Greek
1040,"Riotsville, USA",2022-09-16,"Documentary, History",English
1041,Great Freedom,2022-03-04,Drama,German
1042,Citizen Ashe,2021-12-03,"Documentary, Biography",English
1043,National Parks Adventure,2016-02-12,Documentary,English
1044,Pinball: The Man Who Saved the Game,2023-03-17,"Comedy, Drama",English
1045,Violet Evergarden,2020-02-17,"Drama, Anime",Japanese
1046,Sicario,2015-10-02,"Mystery & thriller, Crime, Drama",English
1047,Te Ata,2017-09-29,"Biography, History, Drama",English
1048,Ryuichi Sakamoto: Coda,2018-07-06,"Documentary, Music",Japanese
1049,Aftersun,2022-10-21,Drama,English
1050,Old Stone,2016-11-30,"Mystery & thriller, Drama",Chinese
1051,Last Men in Aleppo,2017-05-03,"Documentary, War",Arabic
1052,"Summer of Soul (...Or, When the Revolution Could Not Be Televised)",2021-07-02,"Documentary, Music",English
1053,Hope,2021-04-16,"Drama, Romance",Norwegian
1054,"Lo and Behold, Reveries of the Connected World",2016-08-19,Documentary,English
1055,Fiddler's Journey to the Big Screen,2022-04-29,"Documentary, History",English
1056,Fagara,2019-09-13,Drama,Chinese
1057,Boston,2017-04-19,Documentary,English
1058,Limbo,2021-04-30,"Comedy, Drama",English
1059,Fight for Space,2017-05-19,Documentary,English
1060,Women He's Undressed,2016-07-29,Documentary,English
1061,Peter and the Farm,2016-11-04,Documentary,English
1062,Eating Animals,2018-06-15,Documentary,English
1063,Dream Big: Engineering Our World,2017-02-17,Documentary,English
1064,Ali & Ava,2022-07-29,"Drama, Romance",English
1065,"Jim & Andy: The Great Beyond - Featuring a Very Special, Contractually Obligated Mention of Tony Clifton",2017-11-17,Documentary,Kalaallisut
1066,Varda by Agnès,2019-11-22,"Documentary, Biography",French
1067,They Shall Not Grow Old,2019-02-01,"Documentary, History, Drama, War",English
1068,The Perfect Candidate,2021-05-14,Drama,Arabic
1069,Tár,2022-10-28,"Drama, Music",English
1070,Custody,2018-06-29,"Drama, Mystery & thriller",French
1071,Charming the Hearts of Men,2021-08-13,"Comedy, Drama",English
1072,The Killing of Two Lovers,2021-05-14,Drama,English
1073,Left on Purpose,2017-02-10,"Documentary, Biography, Drama",English
1074,Night of the Kings,2021-02-26,Drama,French
1075,Barracuda,2017-10-06,"Mystery & thriller, Drama",English
1076,Tyger Tyger,2021-02-26,Mystery & thriller,English
1077,PG: Psycho Goreman,2021-01-22,"Horror, Comedy",English
1078,After Love,2023-01-20,Drama,English
1079,Princess Cyd,2017-11-03,"Drama, Romance, Lgbtq+",English
1080,100 Years of Men in Love: The Accidental Collection,2022-03-23,"Documentary, History, Lgbtq+",English
1081,Sonic the Hedgehog 2,2022-04-08,"Kids & family, Comedy, Adventure, Fantasy",English
1082,The Power of the Dog,2021-11-17,"Western, Drama, Romance",English
1083,Love and Monsters,2020-10-16,"Fantasy, Adventure, Comedy",English
1084,Clash,2017-08-25,"Drama, Mystery & thriller",Arabic
1085,Survivors Guide to Prison,2018-02-23,Documentary,English
1086,Sword of Trust,2019-07-12,Comedy,English
1087,Assassin 33 A.D.,2020-01-24,Sci-fi,English
1088,Wildlike,2015-09-25,"Adventure, Drama",English
1089,Julia,2021-11-12,Documentary,English
1090,Angel Has Fallen,2019-08-23,"Action, Mystery & thriller",English
1091,Fourteen,2020-05-15,Drama,English
1092,Operator,2016-11-08,"Comedy, Drama",English
1093,Surge of Power: Revenge of the Sequel,2018-01-05,"Comedy, Lgbtq+",English
1094,Cinema Sabaya,2023-02-10,Drama,Hebrew
1095,The Battle at Lake Changjin,2021-11-19,"War, Action, Drama",Chinese
1096,Train to Busan,2016-07-22,"Horror, Mystery & thriller, Action",Korean
1097,The Salesman,2017-01-27,Drama,Persian
1098,The Mustang,2019-03-15,Drama,English
1099,Intent to Destroy,2017-11-10,Documentary,English
1100,The Domestics,2018-06-29,"Action, Mystery & thriller",English
1101,Silicon Cowboys,2016-09-16,Documentary,English
1102,Strike a Pose,2017-01-18,"Documentary, Music, Lgbtq+",English
1103,The Elephant Queen,2019-10-18,"Documentary, Adventure, Comedy, Drama",English
1104,My Life as a Zucchini,2017-02-24,"Comedy, Drama, Animation",French
1105,The Whale,2022-12-21,Drama,English
1106,A Dog's Journey,2019-05-17,"Kids & family, Comedy, Drama, Fantasy, Adventure",English
1107,They'll Love Me When I'm Dead,2018-11-02,Documentary,English
1108,Paddington 2,2018-01-12,"Kids & family, Comedy, Adventure",English
1109,The Bad Kids,2016-01-22,Documentary,English
1110,The Dawn Wall,2018-09-14,Documentary,English
1111,The Nice Guys,2016-05-20,"Action, Comedy, Mystery & thriller",English
1112,Bethany Hamilton: Unstoppable,2019-07-12,Documentary,English
1113,Where the Crawdads Sing,2022-07-15,"Drama, Mystery & thriller",English
1114,The Woman Who Loves Giraffes,2019-10-04,Documentary,English
1115,Hive,2021-11-05,Drama,Albanian
1116,Hail Satan?,2019-04-17,Documentary,English
1117,City of Ghosts,2017-07-07,"Documentary, War",English
1118,Mississippi Grind,2015-09-25,Drama,English
1119,Sunken Roads: Three Generations After D-Day,2020-12-18,Documentary,English
1120,The Game Changers,2019-09-16,Documentary,English
1121,The Hunting Ground,2015-02-27,Documentary,English
1122,Jurassic Punk,2022-12-16,"Documentary, Biography",English
1123,Old Henry,2021-10-01,"Western, Action",English
1124,Oliver Sacks: His Own Life,2020-09-23,Documentary,English
1125,Summer 1993,2018-05-25,Drama,Catalan
1126,Window Horses,2017-09-22,"Comedy, Drama, Animation",English
1127,The Beatles: Get Back - The Rooftop Concert,2022-01-30,"Documentary, Music",English
1128,The Seven Faces of Jane,2023-01-13,Drama,English
1129,Rock Rubber 45s,2018-06-28,Documentary,English
1130,Eternal Spring,2022-10-14,"Documentary, Animation, History",Chinese
1131,Nanpakal Nerathu Mayakkam,2023-01-19,Drama,Tamil
1132,A Journal for Jordan,2021-12-25,"Drama, Romance",English
1133,BPM (Beats Per Minute),2017-10-20,"Drama, Lgbtq+",French
1134,Eagles of Death Metal: Nos Amis (Our Friends),2017-02-10,"Documentary, Music",English
1135,The Cage Fighter,2018-02-02,Documentary,English
1136,Jim Gaffigan: Noble Ape,2018-07-13,Comedy,English
1137,Foxtrot,2018-03-02,Drama,Hebrew
1138,The Planters,2020-10-09,Comedy,English
1139,Confetti,2021-08-20,Drama,English
1140,Mass,2021-10-08,Drama,English
1141,Betting on Zero,2017-03-10,Documentary,English
1142,Thirteen Lives,2022-07-29,Drama,English
1143,Beans,2021-11-05,Drama,English
1144,Coming Home in the Dark,2021-10-01,"Horror, Mystery & thriller",English
1145,Free Guy,2021-08-13,"Action, Adventure, Comedy",English
1146,The Pearl Button,2015-10-23,Documentary,Spanish
1147,Phantom Thread,2018-01-19,"Drama, Romance",English
1148,SPL 2: A Time for Consequences,2016-05-13,"Action, Mystery & thriller",Chinese
1149,Logan,2017-03-03,"Action, Adventure, Fantasy",English
1150,Shiva Baby,2021-04-02,"Comedy, Lgbtq+, Drama",English
1151,Big Fish & Begonia,2018-04-06,"Fantasy, Adventure, Anime",Chinese
1152,Cowboys,2021-02-12,Drama,English
1153,The Little Prince,2016-08-05,"Adventure, Fantasy, Animation",English
1154,Nuts!,2016-06-22,Documentary,English
1155,The Wailing,2016-05-20,"Mystery & thriller, Horror",Korean
1156,Chandigarh Kare Aashiqui,2021-12-10,"Romance, Action, Drama",Hindi
1157,Letter From Masanjia,2018-09-14,Documentary,English
1158,Elizabeth Blue,2017-09-22,Drama,English
1159,All In: The Fight for Democracy,2020-09-09,Documentary,English
1160,"Goodbye, Don Glees!",2022-09-14,"Kids & family, Adventure, Anime, Drama",Japanese
1161,Ford v Ferrari,2019-11-15,"History, Drama, Biography",English
1162,Roadrunner: A Film About Anthony Bourdain,2021-07-16,Documentary,English
1163,Coup 53,2020-08-21,Documentary,English
1164,In Jackson Heights,2015-11-04,Documentary,English
1165,Downton Abbey,2019-09-20,Drama,English
1166,Avengers: Infinity War,2018-04-27,"Action, Adventure, Fantasy, Sci-fi",English
1167,Ne Zha,2019-09-06,"Fantasy, Adventure, Animation",Chinese
1168,She Said,2022-11-18,Drama,English
1169,Beasts of No Nation,2015-10-16,"War, Drama",English
1170,Taurus,2022-11-18,"Drama, Music",English
1171,Dragon Ball Super: Super Hero,2022-08-19,"Action, Adventure, Fantasy, Anime",Japanese
1172,Tijuana Jackson: Purpose Over Prison,2020-07-24,Comedy,English
1173,Aida's Secrets,2017-10-20,Documentary,English
1174,The Reason I Jump,2021-01-08,Documentary,English
1175,Rams,2021-02-05,"Comedy, Drama",English
1176,The Heart of Nuba,2018-04-06,Documentary,English
1177,Super 30,2019-07-12,"Biography, Drama",Hindi
1178,Long Day's Journey Into Night,2019-04-12,"Mystery & thriller, Drama",Chinese
1179,Skid Row Marathon,2019-03-22,Documentary,English
1180,Gagarine,2022-04-01,Drama,French
1181,Jethica,2023-01-13,"Comedy, Drama, Mystery & thriller",English
1182,Sweet Country,2018-04-06,"Western, History, Drama",English
1183,Arcadia,2016-03-05,"Drama, Fantasy, Mystery & thriller",English
1184,The Beatles: Eight Days a Week -- The Touring Years,2016-09-16,"Documentary, Music",English
1185,Breaking a Monster,2016-06-24,"Documentary, Music",English
1186,Against the Night,2017-09-15,Horror,English
1187,What We Do Next,2023-03-03,Drama,English
1188,An Elephant Sitting Still,2019-03-08,Drama,Chinese
1189,Doobious Sources,2017-01-20,Comedy,English
1190,The Farthest,2017-08-11,Documentary,English
1191,They Will Have to Kill Us First,2016-03-04,Documentary,French
1192,Hesburgh,2019-04-26,Documentary,English
1193,Citizen K,2019-11-22,Documentary,English
1194,The Girl and the Spider,2022-04-08,Drama,German
1195,Eye in the Sky,2016-04-01,"Mystery & thriller, War, Drama",English
1196,Elián,2017-05-19,Documentary,English
1197,Screwball,2019-03-29,Documentary,English
1198,Golden Voices,2021-10-08,"Comedy, Drama, Romance",Russian
1199,Clemency,2019-12-27,Drama,English
1200,Human Nature,2020-03-13,Documentary,English
1201,Mirai,2018-11-29,"Kids & family, Fantasy, Adventure, Anime",Japanese
1202,Rosie,2019-07-19,Drama,English
1203,Avengers: Endgame,2019-04-26,"Action, Adventure, Fantasy, Sci-fi",English
1204,The Load,2019-08-30,Drama,Serbian
1205,The Human Voice,2021-03-12,Drama,English
1206,Crime + Punishment,2018-08-24,Documentary,English
1207,Country Gold,2023-03-16,"Comedy, Fantasy",English
1208,Roll Red Roll,2019-03-22,"Documentary, Crime, Drama",English
1209,Dawson City: Frozen Time,2017-06-09,Documentary,English
1210,Mission: Impossible - Fallout,2018-07-27,"Action, Adventure, Mystery & thriller",English
1211,Rojo,2019-07-12,"Drama, Mystery & thriller",Spanish
1212,Luzzu,2021-10-15,Drama,Maltese
1213,The Woman King,2022-09-16,"Action, Adventure, History, Drama, War",English
1214,Wonder Woman,2017-06-02,"Action, Adventure, Fantasy",English
1215,Gloria Bell,2019-03-22,"Romance, Comedy",English
1216,The Shadow of Violence,2020-07-31,"Crime, Drama, Mystery & thriller",English
1217,Woman at War,2019-03-01,"Comedy, Drama",Icelandic
1218,Fences,2016-12-25,Drama,English
1219,Harriet,2019-11-01,"Biography, History, Drama",English
1220,Silencio,2018-10-26,Mystery & thriller,English
1221,Spy,2015-06-05,"Comedy, Action",English
1222,Finding Dory,2016-06-17,"Kids & family, Comedy, Adventure, Animation",English
1223,Inxeba,2017-08-16,"Drama, Lgbtq+",Afrikaans
1224,Gabby Giffords Won't Back Down,2022-07-15,Documentary,English
1225,Badhaai Do,2022-02-11,"Comedy, Drama",Hindi
1226,"Argentina, 1985",2022-09-30,Drama,Spanish
1227,Behemoth,2017-01-27,Documentary,Chinese
1228,Selena Gomez: My Mind and Me,2022-11-04,"Documentary, Biography",English
1229,Saving Mr. Wu,2015-10-02,"Crime, Drama, Mystery & thriller",Chinese
1230,Catch the Fair One,2022-02-11,"Mystery & thriller, Drama",English
1231,Things to Come,2016-12-02,Drama,French
1232,Living,2022-12-23,Drama,English
1233,What Haunts Us,2018-05-11,Documentary,English
1234,Lucky Grandma,2020-05-22,Drama,English
1235,Soufra,2017-11-17,Documentary,Arabic
1236,Maria by Callas: In Her Own Words,2018-11-02,"Documentary, Biography, Music",English
1237,Maleficent: Mistress of Evil,2019-10-18,"Fantasy, Adventure",English
1238,The Pay Day,2022-11-11,"Comedy, Mystery & thriller",English
1239,Saving Brinton,2017-09-17,Documentary,English
1240,Super Deluxe,2019-03-29,Mystery & thriller,Tamil
1241,The Vigil,2021-02-26,"Horror, Mystery & thriller",English
1242,Encanto,2021-11-24,"Kids & family, Musical, Comedy, Fantasy, Animation",English
1243,Closure,2019-10-18,"Comedy, Drama",English
1244,The Guilty,2018-10-19,"Mystery & thriller, Crime, Drama",Danish
1245,Our Evil,2019-05-10,Horror,Portuguese
1246,Pompo the Cinephile,2022-04-27,"Drama, Anime, Comedy",Japanese
1247,Birdman or (The Unexpected Virtue of Ignorance),2015-01-16,"Comedy, Drama",English
1248,Ktown Cowboys,2016-03-18,"Comedy, Drama",English
1249,The Outpost,2020-07-03,"War, Drama",English
1250,Paper Spiders,2021-05-07,"Drama, Comedy",English
1251,The Harbinger,2022-12-01,"Horror, Mystery & thriller, Drama",English
1252,The Happiest Day in the Life of Olli Mäki,2017-04-21,Drama,Finnish
1253,The Twentieth Century,2020-11-20,"Comedy, Drama",English
1254,Saint Maud,2021-01-29,Horror,English
1255,Wrestling Jerusalem,2017-02-03,Drama,English
1256,The Anthropologist,2016-11-11,Documentary,English
1257,Sorry to Bother You,2018-07-13,"Comedy, Fantasy, Sci-fi",English
1258,Clerks III,2022-09-13,Comedy,English
1259,76 Days,2021-01-23,Documentary,Chinese
1260,Vikram,2022-06-03,"Mystery & thriller, Action",Hindi
1261,The Independents,2021-02-26,"Comedy, Drama",English
1262,The Red Turtle,2017-01-20,"Adventure, Animation",Unknown language
1263,Mission Control: The Unsung Heroes of Apollo,2017-04-14,"Documentary, History, Drama",English
1264,Sensation,2021-12-31,"Sci-fi, Mystery & thriller",English
1265,Little Men,2016-08-05,Drama,English
1266,Becks,2018-02-09,"Drama, Music, Lgbtq+",English
1267,Your Name,2017-04-07,"Fantasy, Romance, Anime",Japanese
1268,The American Dream and Other Fairy Tales,2022-09-16,Documentary,English
1269,Breathe,2015-09-11,Drama,French
1270,One Night in Miami,2020-12-25,Drama,English
1271,David Lynch: The Art Life,2017-03-31,Documentary,English
1272,Tunnel,2016-08-26,"Drama, Mystery & thriller",Korean
1273,Free Solo,2018-09-28,Documentary,English
1274,Honey Boy,2019-11-08,Drama,English
1275,S...house,2020-10-16,Comedy,English
1276,The Survivalist,2017-05-19,"Mystery & thriller, Drama",English
1277,Paths of the Soul,2016-05-13,Documentary,Tibetan
1278,Do Not Resist,2016-09-30,Documentary,English
1279,Laal Singh Chaddha,2022-08-11,"Comedy, Drama",Hindi
1280,A Taxi Driver,2017-08-11,"Action, History, Drama",Korean
1281,Dark Money,2018-07-13,Documentary,English
1282,Son of Monarchs,2021-10-15,Drama,English
1283,McQueen,2018-07-20,Documentary,English
1284,Swing Kids,2018-12-21,"Drama, Musical",Korean
1285,The Meyerowitz Stories (New and Selected),2017-10-13,Comedy,English
1286,Score: A Film Music Documentary,2017-06-16,"Documentary, Music",English
1287,Twenty Two,2017-09-08,Documentary,Chinese
1288,Kickboxer: Retaliation,2018-01-26,"Action, Drama",English
1289,"""Sr.""",2022-11-18,Documentary,English
1290,Baja,2018-04-13,Comedy,English
1291,Recovery Boys,2018-06-29,Documentary,English
1292,Joshua: Teenager vs. Superpower,2017-05-26,Documentary,English
1293,November,2018-02-23,"Fantasy, Drama, Romance, Horror",Estonian
1294,A Dark Foe,2021-07-30,"Mystery & thriller, Crime, Drama",English
1295,"Hare Krishna! The Mantra, the Movement and the Swami Who Started It All",2017-06-16,Documentary,English
1296,Playground,2022-02-11,Drama,French
1297,Extremity,2018-09-28,Horror,English
1298,Father,2022-04-15,Drama,Serbian
1299,RBG,2018-05-25,Documentary,English
1300,Liyana,2018-10-10,Documentary,English
1301,Birdboy: The Forgotten Children,2017-12-15,"Fantasy, Adventure, Animation",Spanish
1302,Relic,2020-07-10,"Horror, Drama",English
1303,Kapoor & Sons -- Since 1921,2016-03-18,"Romance, Comedy",Hindi
1304,The Lost Leonardo,2021-08-13,"Documentary, Drama",English
1305,Finders Keepers,2015-09-25,Documentary,English
1306,Burden,2020-02-28,Drama,English
1307,Carmen,2022-09-23,Drama,English
1308,Sunshine Superman,2015-05-22,Documentary,English
1309,For the Love of Spock,2016-09-09,Documentary,English
1310,Pearl,2022-09-16,"Horror, Mystery & thriller, Comedy",English
1311,Bumblebee,2018-12-21,"Action, Adventure, Sci-fi",English
1312,Broker,2022-12-26,Drama,Korean
1313,The Banker,2020-03-06,"History, Drama",English
1314,Railway Children,2022-09-23,"Drama, War, Kids & family",English
1315,Son of Saul,2015-12-18,"History, Drama",German
1316,The Humans,2021-11-24,"Holiday, Comedy, Drama",English
1317,Violet Evergarden: The Movie,2021-03-30,"Fantasy, Anime",Japanese
1318,The Black Panthers: Vanguard of the Revolution,2015-09-02,"Documentary, History, Drama",English
1319,Luca,2021-06-18,"Kids & family, Comedy, Fantasy, Animation",English
1320,Days,2021-08-13,"Documentary, Drama",Chinese
1321,Sound of Metal,2020-11-20,Drama,English
1322,Capital in the Twenty-First Century,2020-04-03,Documentary,English
1323,The Croods: A New Age,2020-11-25,"Kids & family, Comedy, Adventure, Animation",English
1324,Night Comes On,2018-08-03,Drama,English
1325,The Rescue,2021-10-08,"Documentary, Drama, Mystery & thriller",English
1326,Lapsis,2021-02-12,"Sci-fi, Drama, Mystery & thriller, Comedy",English
1327,Milkwater,2021-05-21,"Comedy, Drama, Lgbtq+",English
1328,End of Sentence,2020-05-29,Drama,English
1329,Jackass Forever,2022-02-04,Comedy,English
1330,The Lost Daughter,2021-12-31,Drama,English
1331,Fanny: The Right to Rock,2022-05-27,"Documentary, Music",English
1332,Southwest of Salem: The Story of the San Antonio Four,2016-09-14,Documentary,English
1333,Remember This,2023-01-27,"Drama, History",English
1334,The Dark and the Wicked,2020-11-06,"Horror, Mystery & thriller",English
1335,Roald Dahl's Matilda the Musical,2022-12-09,"Kids & family, Musical, Comedy, Drama, Fantasy",English
1336,As I Open My Eyes,2016-09-09,Drama,Arabic
1337,Oasis Knebworth 1996,2021-09-23,"Documentary, Music",English
1338,I Am Jane Doe,2017-02-10,Documentary,English
1339,Wasted! The Story of Food Waste,2017-10-13,Documentary,English
1340,Nise: The Heart of Madness,2017-04-28,"Biography, Drama, History",Portuguese
1341,Toy Story 4,2019-06-21,"Kids & family, Comedy, Adventure, Fantasy, Animation",English
1342,The Swearing Jar,2022-09-23,"Romance, Comedy, Music",English
1343,Good Manners,2018-07-27,"Horror, Fantasy, Lgbtq+",Portuguese
1344,Matt Shepard Is a Friend of Mine,2015-02-06,"Documentary, Biography, Lgbtq+",English
1345,I Still Believe,2020-03-13,"Biography, Drama, Romance, Music",English
1346,Pimp,2018-11-09,"Crime, Drama",English
1347,Farewell Amor,2020-12-11,Drama,English
1348,Susanne Bartsch: On Top,2018-09-07,Documentary,English
1349,Queer Japan,2020-12-11,"Documentary, Lgbtq+",Japanese
1350,Being 17,2016-10-07,"Drama, Lgbtq+",French
1351,Black Mother,2019-03-08,Documentary,English
1352,Descendant,2022-10-21,Documentary,English
1353,The Disaster Artist,2017-12-08,"Comedy, Drama",English
1354,Clara Sola,2022-07-01,Drama,Spanish
1355,De Palma,2016-06-10,Documentary,English
1356,Lucky,2017-09-29,"Comedy, Drama",English
1357,C'mon C'mon,2021-11-19,Drama,English
1358,Wild,2019-04-10,"Drama, Lgbtq+",French
1359,Just Say Goodbye,2019-05-10,Drama,English
1360,Rebels of the Neon God,2015-04-10,Drama,Chinese
1361,The First Fallen,2023-02-17,"Drama, Lgbtq+",Portuguese
1362,Overcomer,2019-08-23,Drama,English
1363,Azor,2021-09-10,"Drama, Mystery & thriller",French
1364,Stoker Hills,2022-01-14,"Horror, Mystery & thriller, Action",English
1365,On the Seventh Day,2018-06-08,Drama,Spanish
1366,Cruella,2021-05-28,"Comedy, Kids & family",English
1367,The Mitchells vs. the Machines,2021-04-23,"Kids & family, Comedy, Adventure, Animation, Action, Sci-fi",English
1368,Most Likely to Succeed,2019-12-06,Documentary,English
1369,Certain Women,2016-10-14,Drama,English
1370,Intelligent Lives,2018-09-21,Documentary,English
1371,The Levelling,2017-03-24,Drama,English
1372,Petite Maman,2022-04-22,Drama,French
1373,Burden,2017-05-05,Documentary,English
1374,Carol,2016-01-08,"Romance, Drama, Lgbtq+",English
1375,In Harmony,2016-04-22,"Comedy, Drama",French
1376,The Innocents,2016-07-01,"History, Drama",French
1377,The Second Mother,2015-08-28,Drama,Portuguese
1378,Gook,2017-08-18,"Comedy, Drama",English
1379,Bloody Hell,2021-01-14,"Horror, Comedy",English
1380,"Love, Charlie: The Rise and Fall of Chef Charlie Trotter",2022-11-18,Documentary,English
1381,Listen to Me Marlon,2015-07-29,Documentary,English
1382,Minyan,2021-10-22,"Drama, Lgbtq+",English
1383,The Untold Tales of Armistead Maupin,2017-09-22,"Documentary, Lgbtq+",English
1384,A Son,2021-12-10,Drama,Arabic
1385,Aware: Glimpses of Consciousness,2021-09-24,Documentary,English
1386,Troublemakers: The Story of Land Art,2016-01-08,Documentary,English
1387,I Can Only Imagine,2018-03-16,"Biography, Drama, Music",English
1388,Little Woods,2019-04-19,Drama,English
1389,The Man in the Hat,2021-05-14,Comedy,English
1390,Spider-Man: Homecoming,2017-07-07,"Action, Adventure, Fantasy, Comedy",English
1391,The Son of Joseph,2017-01-13,Drama,French
